Edad,Cantidad_Total,Ticket_Promedio,Genero,Metodo_Pago,cliente_alto_valor
55.0,2,1200.32,Female,Cash,0
52.0,1,600.17,Male,Cash,0
58.0,1,15.15,Male,Credit Card,0
44.0,1,300.08,Male,Cash,0
60.0,3,365.94,Female,Cash,0
45.0,1,40.66,Male,Credit Card,0
45.0,4,650.56,Male,Cash,0
68.0,5,7502.0,Female,Credit Card,1
40.0,1,11.73,Male,Cash,0
42.0,2,20.92,Female,Credit Card,0
48.0,2,60.6,Female,Cash,0
29.0,1,35.84,Male,Cash,0
35.0,5,130.75,Female,Debit Card,0
28.0,2,1200.32,Female,Credit Card,0
55.0,3,5401.53,Female,Debit Card,1
24.0,4,9602.72,Female,Credit Card,1
27.0,3,136.35000000000002,Male,Debit Card,0
28.0,1,15.15,Female,Debit Card,0
54.0,5,130.75,Male,Credit Card,0
48.0,2,46.92,Male,Credit Card,0
25.0,1,1050.0,Male,Cash,0
30.0,4,650.56,Male,Cash,0
27.0,3,322.56,Female,Debit Card,0
67.0,3,47.07,Male,Debit Card,0
62.0,2,1200.32,Female,Cash,0
65.0,4,650.56,Male,Cash,0
31.0,3,47.07,Female,Credit Card,0
21.0,1,300.08,Male,Cash,0
42.0,3,105.57,Female,Debit Card,0
37.0,4,4801.28,Female,Debit Card,1
42.0,3,105.57,Male,Debit Card,0
61.0,4,4801.28,Male,Cash,1
64.0,5,15004.25,Female,Cash,1
62.0,1,300.08,Female,Credit Card,0
47.0,1,600.17,Female,Credit Card,0
60.0,4,4801.28,Female,Cash,1
19.0,3,365.94,Female,Credit Card,0
31.0,2,1200.32,Female,Cash,0
24.0,5,378.75,Female,Credit Card,0
25.0,2,143.36,Female,Credit Card,0
49.0,2,1200.32,Female,Credit Card,0
69.0,5,7502.0,Female,Debit Card,1
27.0,3,9450.0,Female,Cash,1
46.0,2,162.64,Male,Debit Card,0
37.0,3,2700.7200000000003,Female,Cash,1
40.0,1,15.15,Female,Debit Card,0
25.0,4,573.44,Female,Credit Card,0
40.0,3,322.56,Female,Debit Card,0
32.0,5,1016.5,Male,Cash,0
26.0,3,365.94,Male,Debit Card,0
51.0,3,47.07,Female,Cash,0
53.0,1,5.23,Female,Cash,0
21.0,4,4801.28,Male,Debit Card,1
24.0,3,365.94,Male,Credit Card,0
41.0,1,300.08,Female,Cash,0
36.0,5,7502.0,Female,Cash,1
56.0,3,5401.53,Female,Credit Card,1
19.0,4,83.68,Female,Credit Card,0
33.0,5,15004.25,Male,Cash,1
54.0,2,1200.32,Male,Cash,0
57.0,2,20.92,Female,Cash,0
58.0,5,378.75,Female,Cash,0
64.0,3,365.94,Male,Credit Card,0
34.0,4,9602.72,Male,Cash,1
68.0,4,83.68,Male,Cash,0
30.0,5,15004.25,Male,Credit Card,1
62.0,5,1016.5,Male,Debit Card,0
27.0,3,365.94,Female,Credit Card,0
55.0,2,1200.32,Male,Credit Card,0
61.0,1,5.23,Female,Credit Card,0
65.0,2,1200.32,Female,Cash,0
50.0,1,5.23,Female,Cash,0
22.0,5,1016.5,Female,Credit Card,0
19.0,3,322.56,Female,Cash,0
23.0,3,322.56,Female,Credit Card,0
50.0,5,26250.0,Female,Credit Card,1
55.0,2,1200.32,Female,Debit Card,0
29.0,5,26250.0,Female,Debit Card,1
27.0,2,143.36,Male,Credit Card,0
52.0,4,650.56,Male,Credit Card,0
35.0,3,5401.53,Female,Debit Card,1
60.0,3,2700.7200000000003,Male,Cash,1
24.0,4,4801.28,Female,Cash,1
30.0,4,573.44,Female,Cash,0
19.0,3,5401.53,Male,Credit Card,1
49.0,3,365.94,Female,Credit Card,0
30.0,1,300.08,Female,Cash,0
68.0,2,1200.32,Female,Cash,0
60.0,2,1200.32,Male,Debit Card,0
43.0,5,1016.5,Male,Credit Card,0
23.0,4,650.56,Female,Cash,0
42.0,2,1200.32,Female,Debit Card,0
20.0,3,47.07,Female,Credit Card,0
38.0,2,20.92,Female,Credit Card,0
31.0,1,600.17,Male,Credit Card,0
59.0,5,7502.0,Female,Cash,1
67.0,3,2700.7200000000003,Female,Credit Card,1
37.0,1,35.84,Female,Cash,0
56.0,1,1050.0,Male,Cash,0
30.0,2,2400.68,Female,Credit Card,0
27.0,2,60.6,Male,Cash,0
47.0,1,1050.0,Male,Cash,0
34.0,1,5.23,Female,Cash,0
40.0,5,130.75,Female,Credit Card,0
62.0,4,4801.28,Female,Credit Card,1
46.0,4,83.68,Male,Cash,0
50.0,1,300.08,Female,Cash,0
39.0,5,7502.0,Female,Credit Card,1
34.0,1,5.23,Male,Cash,0
64.0,3,365.94,Female,Credit Card,0
39.0,5,1016.5,Female,Cash,0
29.0,1,40.66,Female,Credit Card,0
35.0,2,2400.68,Female,Credit Card,0
44.0,1,35.84,Female,Cash,0
52.0,1,5.23,Male,Credit Card,0
46.0,1,600.17,Female,Debit Card,0
30.0,5,130.75,Female,Cash,0
53.0,2,1200.32,Female,Cash,0
65.0,2,1200.32,Female,Cash,0
22.0,2,1200.32,Female,Cash,0
27.0,5,130.75,Female,Credit Card,0
60.0,4,242.4,Female,Credit Card,0
47.0,4,650.56,Female,Credit Card,0
35.0,5,130.75,Female,Cash,0
36.0,3,2700.7200000000003,Female,Cash,1
33.0,3,2700.7200000000003,Female,Cash,1
69.0,5,7502.0,Male,Debit Card,1
29.0,2,143.36,Female,Cash,0
43.0,1,5.23,Female,Debit Card,0
52.0,3,322.56,Female,Credit Card,0
18.0,3,322.56,Male,Credit Card,0
33.0,5,1016.5,Male,Cash,0
48.0,2,1200.32,Female,Cash,0
57.0,2,1200.32,Female,Cash,0
31.0,3,47.07,Female,Debit Card,0
56.0,1,300.08,Male,Cash,0
58.0,3,322.56,Male,Credit Card,0
29.0,3,2700.7200000000003,Female,Credit Card,1
64.0,2,1200.32,Female,Credit Card,0
42.0,3,2700.7200000000003,Female,Credit Card,1
66.0,3,47.07,Female,Credit Card,0
34.0,4,9602.72,Female,Cash,1
58.0,1,300.08,Female,Cash,0
61.0,5,130.75,Male,Cash,0
25.0,1,300.08,Female,Credit Card,0
54.0,4,9602.72,Female,Cash,1
52.0,2,60.6,Female,Credit Card,0
39.0,5,7502.0,Female,Cash,1
45.0,1,11.73,Female,Cash,0
31.0,2,143.36,Female,Cash,0
22.0,5,26250.0,Male,Cash,1
46.0,5,15004.25,Female,Debit Card,1
65.0,4,650.56,Female,Debit Card,0
55.0,5,130.75,Female,Debit Card,0
69.0,4,573.44,Female,Cash,0
30.0,3,322.56,Female,Debit Card,0
52.0,2,2400.68,Female,Cash,0
54.0,1,300.08,Male,Debit Card,0
19.0,2,20.92,Male,Credit Card,0
34.0,4,4801.28,Male,Debit Card,1
28.0,3,47.07,Female,Cash,0
29.0,3,47.07,Male,Credit Card,0
40.0,2,162.64,Female,Cash,0
32.0,3,2700.7200000000003,Male,Cash,1
54.0,1,5.23,Female,Cash,0
56.0,1,300.08,Female,Credit Card,0
69.0,1,35.84,Male,Cash,0
34.0,5,896.0,Male,Cash,0
23.0,4,573.44,Female,Cash,0
32.0,2,46.92,Female,Cash,0
68.0,5,130.75,Female,Cash,0
66.0,1,300.08,Female,Credit Card,0
52.0,3,2700.7200000000003,Female,Debit Card,1
55.0,3,365.94,Male,Debit Card,0
52.0,4,650.56,Female,Debit Card,0
33.0,2,1200.32,Female,Cash,0
49.0,3,2700.7200000000003,Female,Debit Card,1
57.0,5,130.75,Female,Debit Card,0
38.0,2,1200.32,Female,Cash,0
64.0,5,1016.5,Female,Credit Card,0
45.0,1,300.08,Male,Cash,0
28.0,2,162.64,Female,Cash,0
49.0,3,365.94,Female,Cash,0
34.0,1,40.66,Female,Cash,0
62.0,3,365.94,Female,Debit Card,0
21.0,3,322.56,Female,Credit Card,0
28.0,5,896.0,Male,Debit Card,0
38.0,3,47.07,Female,Cash,0
43.0,4,4801.28,Female,Cash,1
65.0,3,105.57,Male,Cash,0
26.0,5,7502.0,Female,Debit Card,1
32.0,2,2400.68,Male,Cash,0
35.0,1,300.08,Female,Credit Card,0
30.0,4,83.68,Male,Debit Card,0
64.0,2,143.36,Female,Cash,0
56.0,2,143.36,Female,Cash,0
50.0,2,2400.68,Female,Credit Card,0
56.0,4,83.68,Male,Cash,0
67.0,5,130.75,Female,Cash,0
30.0,4,187.68,Male,Debit Card,0
18.0,1,1050.0,Female,Cash,0
65.0,2,1200.32,Female,Cash,0
24.0,5,7502.0,Female,Cash,1
53.0,2,1200.32,Female,Cash,0
66.0,5,1016.5,Male,Cash,0
39.0,5,7502.0,Female,Cash,1
49.0,5,7502.0,Male,Debit Card,1
40.0,5,7502.0,Male,Credit Card,1
55.0,2,143.36,Male,Cash,0
20.0,4,650.56,Female,Debit Card,0
48.0,3,2700.7200000000003,Female,Credit Card,1
21.0,2,60.6,Male,Cash,0
52.0,4,573.44,Female,Debit Card,0
65.0,2,162.64,Female,Credit Card,0
68.0,1,300.08,Female,Credit Card,0
27.0,5,7502.0,Female,Cash,1
24.0,4,650.56,Male,Debit Card,0
67.0,5,15004.25,Female,Credit Card,1
41.0,1,5.23,Female,Credit Card,0
48.0,2,20.92,Male,Cash,0
19.0,3,5401.53,Male,Credit Card,1
32.0,2,20.92,Female,Credit Card,0
64.0,4,4801.28,Male,Credit Card,1
63.0,4,573.44,Female,Credit Card,0
55.0,5,15004.25,Female,Cash,1
54.0,2,20.92,Female,Debit Card,0
64.0,4,83.68,Female,Debit Card,0
19.0,3,47.07,Female,Credit Card,0
64.0,5,896.0,Female,Debit Card,0
36.0,2,162.64,Male,Cash,0
49.0,5,1016.5,Female,Cash,0
35.0,3,2700.7200000000003,Female,Cash,1
36.0,3,5401.53,Female,Cash,1
49.0,1,300.08,Female,Cash,0
65.0,3,2700.7200000000003,Female,Cash,1
35.0,5,130.75,Male,Cash,0
36.0,1,300.08,Male,Debit Card,0
60.0,3,365.94,Female,Credit Card,0
42.0,3,5401.53,Female,Debit Card,1
21.0,2,162.64,Female,Debit Card,0
44.0,3,47.07,Female,Credit Card,0
51.0,1,300.08,Female,Credit Card,0
31.0,2,1200.32,Female,Cash,0
30.0,5,7502.0,Male,Credit Card,1
34.0,4,9602.72,Male,Credit Card,1
62.0,4,9602.72,Female,Cash,1
37.0,2,162.64,Female,Credit Card,0
40.0,5,896.0,Female,Cash,0
22.0,5,7502.0,Female,Cash,1
37.0,1,40.66,Male,Credit Card,0
47.0,2,162.64,Female,Cash,0
42.0,3,47.07,Female,Credit Card,0
30.0,3,2700.7200000000003,Female,Credit Card,1
65.0,2,143.36,Female,Cash,0
28.0,2,20.92,Female,Cash,0
66.0,4,4801.28,Male,Cash,1
29.0,3,322.56,Female,Credit Card,0
61.0,2,162.64,Female,Credit Card,0
67.0,5,26250.0,Female,Cash,1
46.0,2,2400.68,Female,Cash,0
25.0,5,293.25,Male,Debit Card,0
46.0,2,162.64,Male,Credit Card,0
35.0,1,35.84,Female,Credit Card,0
58.0,3,2700.7200000000003,Female,Cash,1
53.0,4,573.44,Male,Cash,0
68.0,5,15004.25,Male,Debit Card,1
38.0,1,5.23,Female,Debit Card,0
19.0,4,4801.28,Female,Credit Card,1
32.0,5,7502.0,Female,Cash,1
69.0,1,40.66,Female,Cash,0
24.0,2,1200.32,Male,Cash,0
38.0,4,16800.0,Female,Cash,1
65.0,2,1200.32,Female,Cash,0
34.0,5,378.75,Male,Cash,0
27.0,1,5.23,Female,Credit Card,0
69.0,2,20.92,Female,Debit Card,0
64.0,3,136.35000000000002,Female,Credit Card,0
69.0,4,9602.72,Male,Cash,1
63.0,2,1200.32,Female,Credit Card,0
53.0,3,47.07,Male,Cash,0
37.0,5,7502.0,Female,Cash,1
42.0,4,4801.28,Female,Credit Card,1
66.0,2,1200.32,Female,Debit Card,0
47.0,3,322.56,Female,Credit Card,0
37.0,5,7502.0,Male,Credit Card,1
60.0,2,20.92,Female,Credit Card,0
50.0,1,1050.0,Female,Cash,0
50.0,2,1200.32,Male,Cash,0
20.0,5,26250.0,Male,Cash,1
30.0,2,162.64,Male,Cash,0
69.0,3,136.35000000000002,Female,Credit Card,0
69.0,2,1200.32,Male,Credit Card,0
22.0,3,2700.7200000000003,Male,Credit Card,1
23.0,5,130.75,Male,Cash,0
64.0,3,47.07,Male,Cash,0
24.0,4,573.44,Female,Cash,0
25.0,1,300.08,Female,Cash,0
18.0,4,4801.28,Female,Debit Card,1
36.0,3,365.94,Female,Cash,0
29.0,3,322.56,Female,Credit Card,0
25.0,1,300.08,Male,Credit Card,0
36.0,5,7502.0,Male,Cash,1
67.0,5,7502.0,Female,Cash,1
64.0,3,365.94,Male,Debit Card,0
39.0,5,130.75,Male,Debit Card,0
24.0,2,162.64,Female,Cash,0
52.0,1,300.08,Female,Credit Card,0
43.0,5,378.75,Female,Cash,0
49.0,2,20.92,Female,Cash,0
27.0,1,11.73,Female,Debit Card,0
33.0,4,573.44,Male,Debit Card,0
41.0,3,2700.7200000000003,Female,Cash,1
41.0,3,2700.7200000000003,Female,Credit Card,1
40.0,3,105.57,Female,Credit Card,0
56.0,3,105.57,Male,Credit Card,0
55.0,3,2700.7200000000003,Female,Debit Card,1
32.0,4,650.56,Female,Credit Card,0
64.0,1,1050.0,Female,Cash,0
68.0,4,9602.72,Male,Cash,1
37.0,5,1016.5,Female,Credit Card,0
43.0,5,7502.0,Female,Credit Card,1
40.0,3,9450.0,Female,Cash,1
49.0,3,322.56,Female,Debit Card,0
46.0,3,47.07,Male,Credit Card,0
60.0,3,105.57,Female,Debit Card,0
67.0,1,40.66,Female,Credit Card,0
59.0,4,4801.28,Female,Cash,1
62.0,1,11.73,Female,Credit Card,0
50.0,5,15004.25,Female,Cash,1
39.0,2,162.64,Female,Credit Card,0
19.0,1,300.08,Male,Credit Card,0
34.0,4,9602.72,Female,Credit Card,1
43.0,4,4801.28,Female,Debit Card,1
26.0,3,2700.7200000000003,Male,Cash,1
50.0,1,40.66,Female,Credit Card,0
44.0,3,2700.7200000000003,Female,Debit Card,1
36.0,2,1200.32,Female,Cash,0
48.0,5,7502.0,Female,Debit Card,1
61.0,4,573.44,Female,Cash,0
67.0,3,2700.7200000000003,Female,Cash,1
28.0,2,1200.32,Female,Debit Card,0
44.0,1,300.08,Female,Debit Card,0
43.0,5,7502.0,Male,Cash,1
34.0,4,16800.0,Female,Credit Card,1
36.0,4,16800.0,Female,Cash,1
66.0,5,1016.5,Female,Credit Card,0
43.0,1,40.66,Female,Cash,0
61.0,2,143.36,Male,Cash,0
48.0,1,300.08,Female,Debit Card,0
37.0,5,130.75,Male,Cash,0
49.0,3,136.35000000000002,Male,Credit Card,0
58.0,3,47.07,Male,Debit Card,0
22.0,4,650.56,Female,Cash,0
47.0,2,162.64,Female,Credit Card,0
56.0,3,136.35000000000002,Female,Cash,0
33.0,2,143.36,Female,Cash,0
36.0,3,136.35000000000002,Female,Cash,0
45.0,1,1050.0,Female,Cash,0
42.0,1,1050.0,Male,Credit Card,0
44.0,2,143.36,Female,Cash,0
52.0,5,15004.25,Female,Cash,1
45.0,4,83.68,Female,Credit Card,0
25.0,4,9602.72,Female,Cash,1
52.0,5,1016.5,Female,Debit Card,0
41.0,2,2400.68,Female,Cash,0
23.0,4,650.56,Male,Cash,0
44.0,2,20.92,Female,Cash,0
44.0,5,896.0,Female,Debit Card,0
53.0,3,47.07,Female,Credit Card,0
39.0,5,7502.0,Male,Credit Card,1
35.0,2,162.64,Male,Debit Card,0
68.0,1,40.66,Female,Cash,0
64.0,3,365.94,Female,Credit Card,0
39.0,4,9602.72,Female,Cash,1
29.0,5,15004.25,Female,Credit Card,1
64.0,1,35.84,Female,Cash,0
47.0,2,1200.32,Male,Cash,0
30.0,1,35.84,Female,Credit Card,0
69.0,4,242.4,Female,Cash,0
52.0,3,2700.7200000000003,Female,Cash,1
33.0,4,83.68,Female,Cash,0
43.0,5,7502.0,Female,Credit Card,1
57.0,5,130.75,Male,Credit Card,0
44.0,5,293.25,Female,Cash,0
27.0,3,2700.7200000000003,Female,Debit Card,1
53.0,1,1050.0,Male,Debit Card,0
46.0,4,650.56,Female,Cash,0
68.0,4,4801.28,Male,Cash,1
51.0,1,5.23,Male,Cash,0
28.0,1,600.17,Female,Credit Card,0
51.0,5,130.75,Male,Debit Card,0
66.0,1,5.23,Male,Debit Card,0
47.0,1,40.66,Male,Debit Card,0
38.0,1,300.08,Male,Cash,0
68.0,1,35.84,Female,Cash,0
62.0,3,2700.7200000000003,Female,Debit Card,1
22.0,4,4801.28,Male,Cash,1
63.0,2,1200.32,Male,Credit Card,0
44.0,4,9602.72,Male,Credit Card,1
30.0,1,40.66,Male,Cash,0
36.0,4,242.4,Male,Credit Card,0
18.0,5,7502.0,Male,Cash,1
63.0,1,300.08,Male,Cash,0
31.0,2,143.36,Female,Debit Card,0
39.0,4,242.4,Female,Credit Card,0
59.0,1,5.23,Male,Credit Card,0
34.0,2,162.64,Female,Credit Card,0
29.0,2,1200.32,Male,Credit Card,0
67.0,1,300.08,Female,Cash,0
44.0,2,4200.0,Female,Cash,1
51.0,5,7502.0,Male,Debit Card,1
33.0,3,9450.0,Male,Credit Card,1
45.0,5,15004.25,Female,Credit Card,1
66.0,5,26250.0,Female,Cash,1
64.0,3,365.94,Female,Debit Card,0
28.0,2,1200.32,Female,Cash,0
65.0,2,162.64,Male,Debit Card,0
23.0,3,365.94,Female,Credit Card,0
53.0,5,7502.0,Female,Debit Card,1
43.0,4,9602.72,Male,Cash,1
28.0,4,83.68,Female,Credit Card,0
30.0,2,143.36,Female,Cash,0
41.0,4,650.56,Male,Credit Card,0
21.0,4,4801.28,Female,Debit Card,1
31.0,4,83.68,Male,Cash,0
23.0,3,47.07,Female,Credit Card,0
42.0,1,300.08,Female,Credit Card,0
65.0,4,4801.28,Male,Credit Card,1
48.0,5,1016.5,Male,Cash,0
65.0,3,2700.7200000000003,Female,Credit Card,1
45.0,3,47.07,Female,Cash,0
52.0,2,4200.0,Female,Credit Card,1
35.0,1,5.23,Male,Cash,0
46.0,4,4801.28,Female,Debit Card,1
66.0,2,1200.32,Female,Cash,0
20.0,2,60.6,Female,Cash,0
32.0,5,7502.0,Female,Cash,1
38.0,1,300.08,Female,Cash,0
58.0,1,600.17,Female,Debit Card,0
25.0,5,7502.0,Female,Credit Card,1
45.0,5,1016.5,Male,Credit Card,0
51.0,2,4200.0,Male,Debit Card,1
28.0,2,1200.32,Female,Cash,0
32.0,3,47.07,Female,Debit Card,0
69.0,2,46.92,Female,Cash,0
64.0,4,650.56,Female,Cash,0
52.0,4,187.68,Female,Cash,0
62.0,1,300.08,Female,Debit Card,0
44.0,3,322.56,Female,Cash,0
55.0,2,1200.32,Female,Debit Card,0
36.0,4,4801.28,Female,Cash,1
25.0,5,378.75,Female,Cash,0
57.0,4,4801.28,Male,Cash,1
24.0,4,9602.72,Female,Cash,1
37.0,3,105.57,Female,Cash,0
43.0,3,2700.7200000000003,Female,Credit Card,1
61.0,5,1016.5,Male,Cash,0
50.0,3,322.56,Male,Cash,0
65.0,1,40.66,Male,Cash,0
53.0,4,187.68,Female,Credit Card,0
48.0,4,9602.72,Male,Cash,1
19.0,2,1200.32,Male,Credit Card,0
51.0,5,7502.0,Male,Cash,1
28.0,3,365.94,Male,Credit Card,0
57.0,3,2700.7200000000003,Female,Cash,1
44.0,2,1200.32,Male,Credit Card,0
46.0,1,40.66,Female,Credit Card,0
24.0,4,4801.28,Female,Credit Card,1
68.0,4,83.68,Female,Credit Card,0
49.0,4,573.44,Male,Debit Card,0
26.0,5,7502.0,Female,Cash,1
41.0,4,187.68,Female,Debit Card,0
22.0,4,4801.28,Male,Cash,1
27.0,2,143.36,Female,Cash,0
29.0,2,162.64,Male,Credit Card,0
65.0,1,600.17,Female,Credit Card,0
59.0,2,2400.68,Male,Cash,0
61.0,1,11.73,Male,Cash,0
57.0,1,300.08,Female,Credit Card,0
47.0,3,322.56,Male,Cash,0
54.0,2,1200.32,Female,Debit Card,0
67.0,2,2400.68,Female,Cash,0
57.0,1,40.66,Female,Cash,0
59.0,3,2700.7200000000003,Male,Debit Card,1
34.0,5,896.0,Male,Debit Card,0
28.0,3,5401.53,Female,Cash,1
40.0,2,143.36,Female,Credit Card,0
34.0,2,1200.32,Male,Debit Card,0
65.0,3,365.94,Male,Cash,0
52.0,5,7502.0,Female,Cash,1
18.0,3,9450.0,Female,Credit Card,1
53.0,5,130.75,Male,Cash,0
35.0,1,300.08,Female,Credit Card,0
24.0,2,162.64,Male,Cash,0
24.0,5,7502.0,Male,Cash,1
53.0,5,1016.5,Female,Cash,0
24.0,2,162.64,Male,Cash,0
42.0,5,7502.0,Male,Cash,1
35.0,5,15004.25,Female,Debit Card,1
64.0,5,7502.0,Female,Debit Card,1
52.0,2,1200.32,Male,Cash,0
22.0,5,7502.0,Male,Debit Card,1
22.0,1,35.84,Male,Credit Card,0
26.0,5,130.75,Female,Debit Card,0
24.0,3,47.07,Female,Debit Card,0
37.0,1,600.17,Male,Cash,0
38.0,5,7502.0,Female,Credit Card,1
25.0,5,378.75,Female,Credit Card,0
43.0,5,378.75,Male,Credit Card,0
60.0,1,300.08,Female,Cash,0
26.0,4,4801.28,Female,Cash,1
39.0,2,20.92,Female,Credit Card,0
56.0,4,4801.28,Female,Cash,1
35.0,4,650.56,Female,Cash,0
27.0,1,35.84,Male,Cash,0
56.0,2,1200.32,Female,Debit Card,0
36.0,5,15004.25,Male,Debit Card,1
34.0,5,15004.25,Female,Cash,1
35.0,5,7502.0,Male,Credit Card,1
41.0,4,650.56,Female,Debit Card,0
38.0,3,47.07,Male,Credit Card,0
67.0,1,600.17,Female,Credit Card,0
43.0,2,2400.68,Male,Debit Card,0
37.0,3,47.07,Female,Debit Card,0
33.0,3,322.56,Female,Cash,0
20.0,5,1016.5,Female,Cash,0
27.0,5,15004.25,Female,Cash,1
36.0,4,83.68,Male,Cash,0
36.0,2,20.92,Female,Credit Card,0
65.0,4,573.44,Female,Cash,0
51.0,1,300.08,Female,Cash,0
27.0,5,7502.0,Female,Credit Card,1
66.0,2,1200.32,Female,Debit Card,0
69.0,3,5401.53,Female,Credit Card,1
66.0,5,15004.25,Female,Credit Card,1
27.0,5,7502.0,Female,Cash,1
48.0,5,7502.0,Female,Credit Card,1
36.0,4,4801.28,Female,Cash,1
27.0,1,5.23,Male,Cash,0
40.0,3,47.07,Female,Debit Card,0
56.0,5,15004.25,Female,Debit Card,1
21.0,5,896.0,Male,Debit Card,0
65.0,4,9602.72,Female,Credit Card,1
46.0,5,130.75,Male,Cash,0
66.0,2,1200.32,Female,Cash,0
26.0,5,130.75,Female,Debit Card,0
23.0,4,573.44,Female,Cash,0
25.0,2,20.92,Female,Credit Card,0
49.0,2,1200.32,Female,Credit Card,0
49.0,3,2700.7200000000003,Female,Debit Card,1
24.0,4,650.56,Male,Credit Card,0
24.0,5,7502.0,Female,Cash,1
27.0,4,4801.28,Male,Credit Card,1
65.0,5,15004.25,Male,Cash,1
40.0,4,187.68,Female,Cash,0
68.0,3,136.35000000000002,Male,Debit Card,0
39.0,4,650.56,Female,Cash,0
28.0,3,136.35000000000002,Female,Credit Card,0
30.0,2,20.92,Male,Debit Card,0
59.0,2,20.92,Female,Credit Card,0
62.0,3,5401.53,Female,Cash,1
27.0,2,143.36,Male,Cash,0
39.0,3,105.57,Male,Credit Card,0
69.0,2,1200.32,Male,Credit Card,0
65.0,2,1200.32,Male,Cash,0
69.0,1,600.17,Male,Debit Card,0
24.0,5,896.0,Female,Credit Card,0
64.0,2,60.6,Male,Credit Card,0
39.0,3,47.07,Female,Credit Card,0
30.0,2,20.92,Female,Cash,0
68.0,4,4801.28,Male,Debit Card,1
30.0,3,136.35000000000002,Female,Cash,0
61.0,3,2700.7200000000003,Male,Cash,1
46.0,5,130.75,Female,Credit Card,0
59.0,5,1016.5,Female,Debit Card,0
53.0,3,2700.7200000000003,Male,Cash,1
38.0,4,4801.28,Male,Credit Card,1
19.0,2,1200.32,Female,Cash,0
40.0,4,4801.28,Male,Cash,1
37.0,4,83.68,Male,Cash,0
56.0,2,143.36,Male,Cash,0
40.0,1,300.08,Female,Cash,0
66.0,1,1050.0,Female,Cash,0
29.0,1,1050.0,Female,Cash,0
62.0,5,130.75,Female,Credit Card,0
29.0,2,20.92,Male,Cash,0
57.0,4,4801.28,Male,Cash,1
67.0,2,1200.32,Male,Credit Card,0
46.0,1,300.08,Male,Debit Card,0
62.0,4,187.68,Male,Credit Card,0
44.0,3,47.07,Female,Cash,0
22.0,5,26250.0,Male,Debit Card,1
63.0,1,300.08,Female,Debit Card,0
32.0,4,650.56,Male,Credit Card,0
29.0,3,322.56,Male,Cash,0
41.0,1,15.15,Male,Credit Card,0
54.0,1,35.84,Female,Debit Card,0
39.0,5,130.75,Female,Credit Card,0
55.0,5,1016.5,Male,Credit Card,0
51.0,3,2700.7200000000003,Male,Cash,1
48.0,3,5401.53,Male,Debit Card,1
19.0,1,40.66,Male,Cash,0
37.0,2,143.36,Female,Cash,0
69.0,3,2700.7200000000003,Male,Credit Card,1
50.0,3,365.94,Male,Debit Card,0
24.0,3,105.57,Female,Credit Card,0
21.0,4,16800.0,Female,Cash,1
28.0,3,2700.7200000000003,Male,Cash,1
36.0,5,1016.5,Male,Cash,0
31.0,3,322.56,Female,Cash,0
29.0,5,15004.25,Male,Cash,1
69.0,1,300.08,Male,Credit Card,0
44.0,2,1200.32,Female,Cash,0
21.0,3,47.07,Female,Cash,0
25.0,1,600.17,Female,Credit Card,0
50.0,3,105.57,Female,Credit Card,0
23.0,1,1050.0,Female,Debit Card,0
31.0,4,16800.0,Female,Cash,1
19.0,4,4801.28,Female,Cash,1
55.0,3,2700.7200000000003,Female,Cash,1
38.0,1,300.08,Male,Credit Card,0
60.0,5,7502.0,Male,Debit Card,1
46.0,5,378.75,Female,Debit Card,0
20.0,5,26250.0,Female,Credit Card,1
28.0,3,322.56,Female,Cash,0
33.0,1,300.08,Male,Credit Card,0
29.0,1,40.66,Male,Debit Card,0
20.0,4,4801.28,Female,Credit Card,1
30.0,3,365.94,Female,Debit Card,0
39.0,4,4801.28,Male,Credit Card,1
50.0,4,9602.72,Female,Cash,1
36.0,4,83.68,Male,Credit Card,0
33.0,1,5.23,Female,Cash,0
48.0,2,143.36,Male,Cash,0
64.0,1,40.66,Female,Credit Card,0
67.0,5,1016.5,Female,Cash,0
67.0,3,322.56,Female,Cash,0
55.0,5,15004.25,Male,Cash,1
60.0,1,40.66,Female,Cash,0
43.0,1,300.08,Male,Credit Card,0
39.0,3,47.07,Female,Cash,0
41.0,2,2400.68,Male,Cash,0
37.0,1,5.23,Male,Debit Card,0
55.0,5,1016.5,Female,Credit Card,0
22.0,1,600.17,Male,Cash,0
40.0,1,300.08,Female,Cash,0
19.0,5,378.75,Male,Cash,0
58.0,5,896.0,Male,Cash,0
68.0,1,35.84,Male,Cash,0
32.0,3,47.07,Male,Debit Card,0
24.0,3,2700.7200000000003,Male,Cash,1
64.0,3,322.56,Female,Debit Card,0
27.0,1,600.17,Male,Credit Card,0
18.0,5,896.0,Male,Credit Card,0
36.0,5,15004.25,Female,Debit Card,1
40.0,1,300.08,Female,Cash,0
20.0,2,1200.32,Female,Cash,0
54.0,3,2700.7200000000003,Male,Cash,1
39.0,2,162.64,Female,Credit Card,0
33.0,3,9450.0,Female,Cash,1
67.0,3,5401.53,Female,Debit Card,1
33.0,4,187.68,Male,Credit Card,0
66.0,5,7502.0,Male,Debit Card,1
26.0,4,242.4,Female,Credit Card,0
39.0,2,1200.32,Female,Cash,0
55.0,2,2400.68,Female,Debit Card,0
58.0,2,1200.32,Male,Credit Card,0
33.0,4,83.68,Male,Credit Card,0
34.0,3,5401.53,Male,Credit Card,1
36.0,3,5401.53,Male,Cash,1
24.0,2,143.36,Male,Cash,0
